Data,Description,Valor,Transaction Type,Categoria,Account Name,Month,Tipo,Valor_Absoluto,Ano_Mes
2019-09-16,Credit Card Payment,90.57,debit,Credit Card Payment,Checking,2019-09,Entrada,90.57,2019-09
2019-09-16,Credit Card Payment,90.57,credit,Credit Card Payment,Silver Card,2019-09,Entrada,90.57,2019-09
2019-09-16,City Water Charges,35.0,debit,Utilities,Checking,2019-09,Entrada,35.0,2019-09
2019-09-17,Credit Card Payment,186.13,credit,Credit Card Payment,Platinum Card,2019-09,Entrada,186.13,2019-09
2019-09-17,Power Company,60.0,debit,Utilities,Checking,2019-09,Entrada,60.0,2019-09
2019-09-18,State Farm,75.0,debit,Auto Insurance,Checking,2019-09,Entrada,75.0,2019-09
2019-09-18,Credit Card Payment,1606.46,debit,Credit Card Payment,Checking,2019-09,Entrada,1606.46,2019-09
2019-09-19,Brewing Company,40.81,debit,Alcohol & Bars,Platinum Card,2019-09,Entrada,40.81,2019-09
2019-09-19,Starbucks,2.75,debit,Coffee Shops,Platinum Card,2019-09,Entrada,2.75,2019-09
2019-09-20,Credit Card Payment,9.43,credit,Credit Card Payment,Silver Card,2019-09,Entrada,9.43,2019-09
2019-09-22,Seafood Restaurant,131.1,debit,Restaurants,Platinum Card,2019-09,Entrada,131.1,2019-09
2019-09-23,Credit Card Payment,9.43,debit,Credit Card Payment,Checking,2019-09,Entrada,9.43,2019-09
2019-09-23,Grocery Store,27.71,debit,Groceries,Platinum Card,2019-09,Entrada,27.71,2019-09
2019-09-23,Amazon,24.63,debit,Shopping,Platinum Card,2019-09,Entrada,24.63,2019-09
2019-09-27,Biweekly Paycheck,2250.0,credit,Paycheck,Checking,2019-09,Entrada,2250.0,2019-09
2019-09-28,BP,33.46,debit,Gas & Fuel,Platinum Card,2019-09,Entrada,33.46,2019-09
2019-09-28,Sheetz,4.27,debit,Gas & Fuel,Platinum Card,2019-09,Entrada,4.27,2019-09
2019-09-30,Starbucks,1.75,debit,Coffee Shops,Platinum Card,2019-09,Entrada,1.75,2019-09
2019-09-30,Internet Service Provider,75.0,debit,Internet,Checking,2019-09,Entrada,75.0,2019-09
